M1,,,,M2,,,,m3,,,,m4,,,,m5,,,,m6,,,,m7,,,,m8,,,,m9,,,,m10,,,,m11,,,,m12,,,,m13,,,,,,,,,,,,,,,,,,
Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's
,,,,,,,,,,,,,,,,prop01,64,64,,prop01,32,32,,,,,,,,,,,,,,,,,,prop01,64,64,,,,,,prop01,64,64,,,prop01,32,32,m6,,prop01,64,64,"m5,11,13",,,,,
,,,,,,,,,,,,,,,,prop02,64,64,,prop02,32,32,,,,,,,,,,,,,,,,,,prop02,64,64,,,,,,prop02,64,64,,,prop02,32,32,m6,,prop02,64,64,"m5,11,13",,,,,
,,,,,,,,,,,,,,,,prop03,64,64,,prop03,32,32,,,,,,,,,,,,,,,,,,prop03,64,64,,,,,,prop03,64,64,,,prop03,32,32,m6,,prop03,64,64,"m5,11,13",,,,,
,,,,,,,,,,,,,,,,prop04,64,64,,prop04,32,32,,,,,,,,,,,,,,,,,,prop04,64,64,,,,,,prop04,64,64,,,prop04,32,32,m6,,prop04,64,64,"m5,11,13",,,,,
ptlite01,32,32,,ptlite01,32,32,,ptlite01,32,32,,ptlite01,32,32,,ptlite01,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptlite01,32,32,"m1,2,3,4,5",,,,,,,,,,
ptur01,32,32,,ptur01,32,32,,ptur01,32,32,,,,,,ptur01,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur01,32,32,"m1,2,3,5",,,,,,,,,,
ptur02,16,32,,ptur02,16,32,,ptur02,16,32,,,,,,ptur02,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur02,16,32,"m1,2,3,5",,,,,,,,,,
ptur03,16,32,,ptur03,16,32,,ptur03,16,32,,,,,,ptur03,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur03,16,32,"m1,2,3,5",,,,,,,,,,
ptur04,16,32,,ptur04,16,32,,ptur04,16,32,,ptur04,16,32,,ptur04,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur04,16,32,"m1,2,3,4,5",,,,,,,,,,
ptur05,32,16,,ptur05,32,16,,ptur05,32,16,,,,,,ptur05,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur05,32,16,"m1,2,3,5",,,,,,,,,,
ptur06,32,32,,ptur06,32,32,,ptur06,32,32,,,,,,ptur06,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur06,32,32,"m1,2,3,5",,,,,,,,,,
ptur07,16,16,,ptur07,16,16,,ptur07,16,16,,,,,,ptur07,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur07,16,16,"m1,2,3,5",,,,,,,,,,
ptur08,16,64,,ptur08,16,64,,ptur08,16,64,,,,,,ptur08,16,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur08,16,64,"m1,2,3,5",,,,,,,,,,
ptur09,16,16,,ptur09,16,16,,ptur09,16,16,,,,,,ptur09,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur09,16,16,"m1,2,3,5",,,,,,,,,,
ptur_d01,16,16,,ptur_d01,16,16,,ptur_d01,16,16,,ptur_d01,16,16,,ptur_d01,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptur_d01,16,16,"m1,2,3,4,5",,,,,,,,,,
ptur_d02,16,16,,ptur_d02,16,16,,ptur_d02,16,16,,ptur_d02,16,16,,ptur_d02,16,16,,ptur_d02,16,16,,ptur_d02,16,32,,ptur_d02,16,32,,ptur_d02,16,32,,ptur_d02,16,32,,ptur_d02,16,32,,ptur_d02,16,32,,ptur_d02,16,32,,,ptur_d02,16,16,"m1,2,3,4,5,6",,ptur_d02,16,32,"m7,8,9,10,11,12,13",,,,,
ptur_d03,16,16,,ptur_d03,16,16,,ptur_d03,16,16,,ptur_d03,16,16,,ptur_d03,16,16,,ptur_d03,16,16,,ptur_d03,32,32,,ptur_d03,32,32,,ptur_d03,32,32,,ptur_d03,32,32,,ptur_d03,32,32,,ptur_d03,32,32,,ptur_d03,32,32,,,ptur_d03,16,16,"m1,2,3,4,5,6",,ptur_d03,32,32,"m7,8,9,10,11,12,13",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qsnd01,32,32,,qsnd01,32,32,,qsnd01,32,32,,qsnd01,32,32,,qsnd01,32,32,,qsnd01,32,32,,qsnd01,64,64,,qsnd01,64,64,,qsnd01,64,64,,qsnd01,64,64,,qsnd01,64,64,,qsnd01,64,64,,qsnd01,64,64,,,qsnd01,32,32,"m1,2,3,4,5,6",,qsnd01,64,64,"m7,8,9,10,11,12,13",,,,,
qsnd02,32,32,,qsnd02,32,32,,qsnd02,32,32,,qsnd02,32,32,,qsnd02,32,32,,qsnd02,32,32,,qsnd02,64,64,,qsnd02,64,64,,qsnd02,64,64,,qsnd02,64,64,,qsnd02,64,64,,qsnd02,64,64,,qsnd02,64,64,,,qsnd02,32,32,"m1,2,3,4,5,6",,qsnd02,64,64,"m7,8,9,10,11,12,13",,,,,
qsnd03,32,32,,qsnd03,32,32,,qsnd03,32,32,,qsnd03,32,32,,qsnd03,32,32,,qsnd03,32,32,,qsnd03,64,64,,qsnd03,64,64,,qsnd03,64,64,,qsnd03,64,64,,qsnd03,64,64,,qsnd03,64,64,,qsnd03,64,64,,,qsnd03,32,32,"m1,2,3,4,5,6",,qsnd03,64,64,"m7,8,9,10,11,12,13",,,,,
qsnd04,32,32,,qsnd04,32,32,,qsnd04,32,32,,qsnd04,32,32,,qsnd04,32,32,,qsnd04,32,32,,qsnd04,64,64,,qsnd04,64,64,,qsnd04,64,64,,qsnd04,64,64,,qsnd04,64,64,,qsnd04,64,64,,qsnd04,64,64,,,qsnd04,32,32,"m1,2,3,4,5,6",,qsnd04,64,64,"m7,8,9,10,11,12,13",,,,,
qsnd05,32,32,,qsnd05,32,32,,qsnd05,32,32,,qsnd05,32,32,,qsnd05,32,32,,qsnd05,32,32,,qsnd05,64,64,,qsnd05,64,64,,qsnd05,64,64,,qsnd05,64,64,,qsnd05,64,64,,qsnd05,64,64,,qsnd05,64,64,,,qsnd05,32,32,"m1,2,3,4,5,6",,qsnd05,64,64,"m7,8,9,10,11,12,13",,,,,
qsnd06,32,32,,qsnd06,32,32,,qsnd06,32,32,,qsnd06,32,32,,qsnd06,32,32,,qsnd06,32,32,,qsnd06,64,64,,qsnd06,64,64,,qsnd06,64,64,,qsnd06,64,64,,qsnd06,64,64,,qsnd06,64,64,,qsnd06,64,64,,,qsnd06,32,32,"m1,2,3,4,5,6",,qsnd06,64,64,"m7,8,9,10,11,12,13",,,,,
qsnd07,32,32,,qsnd07,32,32,,qsnd07,32,32,,qsnd07,32,32,,qsnd07,32,32,,qsnd07,32,32,,qsnd07,64,64,,qsnd07,64,64,,qsnd07,64,64,,qsnd07,64,64,,qsnd07,64,64,,qsnd07,64,64,,qsnd07,64,64,,,qsnd07,32,32,"m1,2,3,4,5,6",,qsnd07,64,64,"m7,8,9,10,11,12,13",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,rail01,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rail01,128,64,,,,,,,rail01,128,64,"m4,12",,,,,,,,,,
rarm,16,16,,rarm,16,16,,rarm,16,16,,rarm,16,16,,rarm,16,16,,rarm,16,16,,rarm,16,32,,,,,,rarm,16,32,,rarm,16,32,,,,,,,,,,,,,,,rarm,16,16,"m1,2,3,4,5,6",,rarm,16,32,"m7,9,10",,,,,
rbicep,8,8,,rbicep,8,8,,rbicep,8,8,,rbicep,8,8,,rbicep,8,8,,rbicep,8,8,,rbicep,16,16,,,,,,rbicep,16,16,,rbicep,16,16,,,,,,,,,,,,,,,rbicep,8,8,"m1,2,3,4,5,6",,rbicep,16,16,"m7,9,10",,,,,
rcalf,16,16,,rcalf,16,16,,rcalf,16,16,,rcalf,16,16,,rcalf,16,16,,rcalf,16,16,,rcalf,16,32,,,,,,rcalf,16,32,,rcalf,16,32,,,,,,,,,,,,,,,rcalf,16,16,"m1,2,3,4,5,6",,rcalf,16,32,"m7,9,10",,,,,
,,,,,,,,,,,,refl0000,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0000,64,64,,,,,,,refl0000,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0010,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0010,64,64,,,,,,,refl0010,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0020,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0020,64,64,,,,,,,refl0020,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0030,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0030,64,64,,,,,,,refl0030,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0040,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0040,64,64,,,,,,,refl0040,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0050,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0050,64,64,,,,,,,refl0050,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0060,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0060,64,64,,,,,,,refl0060,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0070,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0070,64,64,,,,,,,refl0070,64,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,refl0080,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refl0080,64,64,,,,,,,refl0080,64,64,"m4,12",,,,,,,,,,
regen01,16,16,,regen01,16,16,,regen01,16,16,,regen01,16,16,,regen01,16,16,,regen01,16,16,,regen01,32,32,,regen01,32,32,,regen01,32,32,,regen01,32,32,,regen01,32,32,,regen01,32,32,,regen01,16,16,,,regen01,16,16,"m1,2,3,4,5,6,13",,regen01,32,32,"m7,8,9,10,11,12",,,,,
regen05,16,16,,regen05,16,16,,regen05,16,16,,regen05,16,16,,regen05,16,16,,regen05,16,16,,regen05,32,32,,regen05,32,32,,regen05,32,32,,regen05,32,32,,regen05,32,32,,regen05,32,32,,regen05,16,16,,,regen05,16,16,"m1,2,3,4,5,6,13",,regen05,32,32,"m7,8,9,10,11,12",,,,,
reta10,256,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reta10,256,64,,,reta10,256,64,"m1,12",,,,,,,,,,
,,,,,,,,retain03,128,64,,retain03,128,64,,,,,,,,,,,,,,retain06,128,64,,,,,,,,,,,,,,,,,,,,,,,retain03,128,64,"m3,4,8",,,,,,,,,,
,,,,,,,,retain06,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retain06,128,64,m3,,,,,,,,,,
rfpgscl,32,32,,rfpgscl,16,32,,rfpgscl,16,32,,rfpgscl,16,32,,rfpgscl,16,32,,rfpgscl,16,32,,rfpgscl,32,64,,rfpgscl,32,64,,rfpgscl,32,64,,rfpgscl,32,64,,rfpgscl,32,64,,rfpgscl,32,64,,rfpgscl,32,64,,,rfpgscl,16,32,"m2,3,4,5,6",,rfpgscl,32,64,"m7,8,9,10,11,12",,rfpgscl,32,32,m1
rhelm,8,8,,rhelm,8,8,,rhelm,8,8,,rhelm,8,8,,rhelm,8,8,,rhelm,8,8,,rhelm,16,16,,rhelm,16,16,,rhelm,16,16,,rhelm,16,16,,,,,,,,,,,,,,,rhelm,8,8,"m1,2,3,4,5,6",,rhelm,16,16,"m7,8,9,10",,,,,
,,,,,,,,,,,,road1,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,road1,128,64,,,,,,,road1,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,road2,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,road2,128,64,,,,,,,road2,128,64,"m4,12",,,,,,,,,,
,,,,road4,128,128,,,,,,,,,,,,,,,,,,road4,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,road4,128,128,"m2,7",,,,,,,,,,
,,,,road6,64,128,,,,,,,,,,,,,,,,,,road6,64,128,,,,,,,,,,,,,,,,,,,,,,,,,,,road6,64,128,"m2,7",,,,,,,,,,
,,,,,,,,,,,,roadtdir,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roadtdir,128,64,,,,,,,roadtdir,128,64,"m4,12",,,,,,,,,,
rokt01,16,32,,rokt01,16,32,,rokt01,16,32,,rokt01,16,32,,rokt01,16,32,,rokt01,16,32,,rokt01,32,64,,rokt01,32,64,,rokt01,32,64,,rokt01,32,64,,rokt01,32,64,,rokt01,32,64,,rokt01,16,32,,,rokt01,16,32,"m1,2,3,4,5,6,13",,rokt01,32,64,"m7,8,9,10,11,12",,,,,
rokt02,32,64,,,,,,,,,,rokt02,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rokt02,32,64,"m1,4",,,,,,,,,,
rokt03,32,64,,,,,,,,,,rokt03,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rokt03,32,64,"m1,4",,,,,,,,,,
rokt04,32,64,,,,,,,,,,rokt04,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rokt04,32,64,"m1,4",,,,,,,,,,
rokt05,32,64,,,,,,,,,,rokt05,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rokt05,32,64,"m1,4",,,,,,,,,,
rokt06,32,64,,,,,,,,,,rokt06,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rokt06,32,64,"m1,4",,,,,,,,,,
rsmkring,64,64,,rsmkring,64,64,,rsmkring,64,64,,rsmkring,64,64,,rsmkring,64,64,,rsmkring,64,64,,rsmkring,128,128,,rsmkring,128,128,,rsmkring,128,128,,rsmkring,128,128,,rsmkring,128,128,,rsmkring,128,128,,rsmkring,64,64,,,rsmkring,64,64,"m1,2,3,4,5,6,13",,rsmkring,128,128,"m7,8,9,10,11,12",,,,,
rthigh,16,16,,rthigh,16,16,,rthigh,16,16,,rthigh,16,16,,rthigh,16,16,,rthigh,16,16,,rthigh,16,32,,,,,,rthigh,16,32,,rthigh,16,32,,,,,,,,,,,,,,,rthigh,16,16,"m1,2,3,4,5,6,7,9,10",,,,,,,,,,
rtorso,16,16,,rtorso,16,16,,rtorso,16,16,,rtorso,16,16,,rtorso,16,16,,rtorso,16,16,,rtorso,16,32,,,,,,rtorso,16,32,,rtorso,16,32,,,,,,,,,,,,,,,rtorso,16,16,"m1,2,3,4,5,6,7,9,10",,,,,,,,,,
,,,,,,,,,,,,rusty01,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusty01,128,64,,,,,,,rusty01,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,rusty02,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusty02,128,64,,,,,,,rusty02,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,rusty03,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusty03,128,64,,,,,,,rusty03,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,rusty04,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusty04,128,64,,,,,,,rusty04,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,rusty05,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusty05,128,64,,,,,,,rusty05,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,rusty06,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusty06,128,64,,,,,,,rusty06,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,rusty07,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusty07,128,64,,,,,,,rusty07,128,64,"m4,12",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sam01,32,32,,sam01,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam01,32,32,"m1,2",,,,,,,,,,
sam02,32,32,,sam02,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam02,32,32,"m1,2",,,,,,,,,,
sam03,32,32,,sam03,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam03,32,32,"m1,2",,,,,,,,,,
sam04,32,32,,sam04,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam04,32,32,"m1,2",,,,,,,,,,
sam05,32,32,,sam05,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam05,32,32,"m1,2",,,,,,,,,,
sam06,32,32,,sam06,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam06,32,32,"m1,2",,,,,,,,,,
sam07,32,32,,sam07,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam07,32,32,"m1,2",,,,,,,,,,
sam08,16,16,,sam08,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam08,16,16,"m1,2",,,,,,,,,,
sam09,32,32,,sam09,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam09,32,32,"m1,2",,,,,,,,,,
sam10,16,16,,sam10,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam10,16,16,"m1,2",,,,,,,,,,
sam11,16,16,,sam11,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam11,16,16,"m1,2",,,,,,,,,,
sam12,16,16,,sam12,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam12,16,16,"m1,2",,,,,,,,,,
,,,,sand4,64,64,,,,,,,,,,,,,,,,,,sand4,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,sand4,64,64,"m1,7",,,,,,,,,,
scliftrn1,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scliftrn1,128,128,,,,,,,,,,,,,,,,,,,scliftrn1,128,128,"m1,9",,,,,,,,,,
scout01,64,16,,scout01,64,16,,scout01,64,16,,scout01,64,16,,scout01,64,16,,scout01,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scout01,64,16,"m1,2,3,4,5,6,13",,,,,,,,,,
scout02,64,64,,scout02,64,64,,scout02,64,64,,scout02,64,64,,scout02,64,64,,scout02,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scout02,64,64,"m1,2,3,4,5,6,13",,,,,,,,,,
scout03,32,8,,scout03,32,8,,scout03,32,8,,scout03,32,8,,scout03,32,8,,scout03,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scout03,32,8,"m1,2,3,4,5,6,13",,,,,,,,,,
scout04,16,16,,scout04,16,16,,scout04,16,16,,scout04,16,16,,scout04,16,16,,scout04,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scout04,16,16,"m1,2,3,4,5,6,13",,,,,,,,,,
scout05,32,8,,scout05,32,8,,scout05,32,8,,scout05,32,8,,scout05,32,8,,scout05,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scout05,32,8,"m1,2,3,4,5,6,13",,,,,,,,,,
scout06,32,32,,scout06,32,32,,scout06,32,32,,scout06,32,32,,scout06,32,32,,scout06,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scout06,32,32,"m1,2,3,4,5,6,13",,,,,,,,,,
scout07,8,8,,scout07,8,8,,scout07,8,8,,scout07,8,8,,scout07,8,8,,scout07,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scout07,8,8,"m1,2,3,4,5,6,13",,,,,,,,,,
shatter1,16,16,,shatter1,16,16,,shatter1,16,16,,shatter1,16,16,,shatter1,16,16,,shatter1,16,16,,shatter1,32,16,,shatter1,32,16,,shatter1,32,16,,shatter1,32,16,,shatter1,32,16,,shatter1,32,16,,shatter1,16,16,,,shatter1,16,16,"m1,2,3,4,5,6,13",,shatter1,32,16,"m7,8,9,10,11,12",,,,,
shatter2,16,16,,shatter2,16,16,,shatter2,16,16,,shatter2,16,16,,shatter2,16,16,,shatter2,16,16,,shatter2,32,16,,shatter2,32,16,,shatter2,32,16,,shatter2,32,16,,shatter2,32,16,,shatter2,32,16,,shatter2,16,16,,,shatter2,16,16,"m1,2,3,4,5,6,13",,shatter2,32,16,"m7,8,9,10,11,12",,,,,
shatter3,16,16,,shatter3,16,16,,shatter3,16,16,,shatter3,16,16,,shatter3,16,16,,shatter3,16,16,,shatter3,32,16,,shatter3,32,16,,shatter3,32,16,,shatter3,32,16,,shatter3,32,16,,shatter3,32,16,,shatter3,16,16,,,shatter3,16,16,"m1,2,3,4,5,6,13",,shatter3,32,16,"m7,8,9,10,11,12",,,,,
sizzle,16,32,,sizzle,16,32,,sizzle,16,32,,sizzle,16,32,,sizzle,16,32,,sizzle,16,32,,sizzle,32,64,,sizzle,32,64,,sizzle,32,64,,sizzle,32,64,,sizzle,32,64,,sizzle,32,64,,sizzle,16,32,,,sizzle,16,32,"m1,2,3,4,5,6,13",,sizzle,32,64,"m7,8,9,10,11,12",,,,,
,,,,sky2,256,128,,,,,,,,,,,,,,,,,,sky2,256,128,,,,,,,,,,,,,,,,,,,,,,,,,,,sky2,256,128,"m2,7",,,,,,,,,,
,,,,,,,,skym3,256,128,,,,,,,,,,,,,,,,,,skym3,256,128,,,,,,,,,,,,,,,,,,,,,,,skym3,256,128,"m3,8",,,,,,,,,,
,,,,,,,,,,,,skym4,256,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skym4,256,128,,,,,,,skym4,256,128,"m4,12",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,skym6,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,skym6,256,128,,,skym6,128,128,m6,,skym6,256,128,m13,,,,,
,,,,smk01,32,64,,,,,,smk01,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smk01,32,64,"m2,4",,,,,,,,,,
,,,,smk02,32,64,,,,,,smk02,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smk02,32,64,"m2,4",,,,,,,,,,
,,,,smk03,32,64,,,,,,smk03,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smk03,32,64,"m2,4",,,,,,,,,,
,,,,smk04,32,64,,,,,,smk04,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smk04,32,64,"m2,4",,,,,,,,,,
,,,,smk05,32,64,,,,,,smk05,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smk05,32,64,"m2,4",,,,,,,,,,
,,,,smk06,32,64,,,,,,smk06,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smk06,32,64,"m2,4",,,,,,,,,,
,,,,snow_dirt,32,32,,,,,,snow_dirt,32,32,,snow_dirt,32,32,,snow_dirt,32,32,,,,,,,,,,,,,,,,,,snow_dirt,64,64,,,,,,,,,,,snow_dirt,32,32,"m2,4",,snow_dirt,64,64,m11,,,,,
,,,,,,,,,,,,sonic01,32,16,,sonic01,32,16,,sonic01,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic01,32,16,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic02,32,32,,sonic02,32,32,,sonic02,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic02,32,32,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic03,32,64,,sonic03,32,64,,sonic03,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic03,32,64,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic04,16,32,,sonic04,16,32,,sonic04,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic04,16,32,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic05,32,32,,sonic05,32,32,,sonic05,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic05,32,32,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic06,64,64,,sonic06,64,64,,sonic06,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic06,64,64,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic07,32,8,,sonic07,32,8,,sonic07,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic07,32,8,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic08,64,16,,sonic08,64,16,,sonic08,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic08,64,16,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic09,32,16,,sonic09,32,16,,sonic09,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic09,32,16,"m4,5,6",,,,,,,,,,
,,,,,,,,,,,,sonic10,32,8,,sonic10,32,8,,sonic10,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonic10,32,8,"m4,5,6",,,,,,,,,,
sonicfly,32,32,,sonicfly,32,32,,sonicfly,32,32,,sonicfly,32,32,,sonicfly,32,32,,sonicfly,32,32,,sonicfly,64,64,,sonicfly,64,64,,sonicfly,64,64,,sonicfly,64,64,,sonicfly,64,64,,sonicfly,64,64,,sonicfly,32,32,,,sonicfly,32,32,"m1,2,3,4,5,6,13",,sonicfly,64,64,"m7,8,9,10,11,12",,,,,
splashbase,32,32,,splashbase,32,32,,,,,,splashbase,32,32,,splashbase,32,32,,splashbase,32,32,,splashbase,64,64,,splashbase,64,64,,splashbase,64,64,,splashbase,64,64,,splashbase,64,64,,splashbase,64,64,,splashbase,32,32,,,splashbase,32,32,"m1,2,4,5,6,13",,splashbase,64,64,"m7,8,9,10,11,12",,,,,
splashup,32,32,,splashup,32,32,,,,,,splashup,32,32,,splashup,32,32,,splashup,32,32,,splashup,64,64,,splashup,64,64,,splashup,64,64,,splashup,64,64,,splashup,64,64,,splashup,64,64,,splashup,32,32,,,splashup,32,32,"m1,2,4,5,6,13",,splashup,64,64,"m7,8,9,10,11,12",,,,,
